#name	ftp_path	organism	assembly_level
Acin_pit_PHEA_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/145/GCF_000191145.1_ASM19114v1	Acinetobacter pittii	Complete Genome
Pseudom_aeruginosa_LESB65_GCF_000583955_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/955/GCF_000583955.1_ASM58395v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_LESlike1_GCF_000583975_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/975/GCF_000583975.1_ASM58397v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_LESlike4_GCF_000583995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/995/GCF_000583995.1_ASM58399v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_LESlike5_GCF_000583895_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/895/GCF_000583895.1_ASM58389v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_LESlike7_GCF_000583915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/915/GCF_000583915.1_ASM58391v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_M18_GCF_000226155_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/155/GCF_000226155.1_ASM22615v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_MTB_1_GCF_000504045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/045/GCF_000504045.1_ASM50404v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_NCGM2_S1_GCF_000284555_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/555/GCF_000284555.1_ASM28455v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_PA14_GCF_025490375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/490/375/GCF_025490375.1_ASM2549037v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_PA14_GCF_025490395_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/490/395/GCF_025490395.1_ASM2549039v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_PA14_GCF_025490415_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/490/415/GCF_025490415.1_ASM2549041v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_PA14_GCF_025490435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/490/435/GCF_025490435.1_ASM2549043v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_PA14_GCF_025490455_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/490/455/GCF_025490455.1_ASM2549045v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_PA14_GCF_025490475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/490/475/GCF_025490475.1_ASM2549047v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_PA1R_GCF_000496645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/496/645/GCF_000496645.1_ASM49664v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_PA1_GCF_000496605_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/496/605/GCF_000496605.2_ASM49660v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_PA7_GCF_000017205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/205/GCF_000017205.1_ASM1720v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_PA96_GCF_000626655_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/655/GCF_000626655.2_ASM62665v2	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_PACS2_GCF_000168335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/335/GCF_000168335.1_ASM16833v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_PAK_GCF_000568855_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/568/855/GCF_000568855.2_ASM56885v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_PAK_GCF_902172305_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/172/305/GCF_902172305.2_Pseudomonas_aeruginosa_PAKAF	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_PAO1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/765/GCF_000006765.1_ASM676v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_PAO1H2O_GCF_000714515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/714/515/GCF_000714515.1_ASM71451v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_PAO1_GCF_013001005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/001/005/GCF_013001005.1_ASM1300100v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_PAO1_VE13_GCF_000484545_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/484/545/GCF_000484545.2_ASM48454v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_PAO1_VE2_GCF_000484495_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/484/495/GCF_000484495.2_ASM48449v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_PAO581_GCF_000468555_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/555/GCF_000468555.2_ASM46855v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_RP73_GCF_000414035_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/414/035/GCF_000414035.1_ASM41403v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_SCV20265_GCF_000510305_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/510/305/GCF_000510305.1_ASM51030v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_SG17M_GCF_020978345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/978/345/GCF_020978345.1_ASM2097834v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_SJTD_1_GCF_000271985_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/985/GCF_000271985.2_ASM27198v2	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_TBCF10839_GCF_025079255_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/079/255/GCF_025079255.1_ASM2507925v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_UCBPP_PA14_GCF_000014625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/625/GCF_000014625.1_ASM1462v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_UCBPP_PA14_GCF_006974045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/974/045/GCF_006974045.1_ASM697404v1	Pseudomonas aeruginosa	Chromosome
Pseudom_aeruginosa_VRFPA04_GCF_000473745_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/745/GCF_000473745.2_ASM47374v3	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_YL84_GCF_000524595_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/524/595/GCF_000524595.1_ASM52459v1	Pseudomonas aeruginosa	Complete Genome
Pseudom_aeruginosa_c7447m_GCF_000468935_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/935/GCF_000468935.2_ASM46893v1	Pseudomonas aeruginosa	Chromosome
Pseudom_alcalig_GCF_001597285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/597/285/GCF_001597285.1_ASM159728v1	Pseudomonas alcaligenes	Complete Genome
Pseudom_alcalig_GCF_016861485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/861/485/GCF_016861485.1_ASM1686148v1	Pseudomonas alcaligenes	Complete Genome
Pseudom_alcalig_GCF_021654315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/654/315/GCF_021654315.1_ASM2165431v1	Pseudomonas alcaligenes	Complete Genome
Pseudom_alky_GCF_000746525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/525/GCF_000746525.1_ASM74652v1	Pseudomonas alkylphenolica	Complete Genome
Pseudom_alky_GCF_009755645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/755/645/GCF_009755645.1_ASM975564v1	Pseudomonas alkylphenolica	Complete Genome
Pseudom_amyg_GCF_019334485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/334/485/GCF_019334485.1_ASM1933448v1	Pseudomonas amygdali	Complete Genome
Pseudom_amyg_GCF_020204845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/204/845/GCF_020204845.1_ASM2020484v1	Pseudomonas amygdali	Complete Genome
Pseudom_amyg_pv_aesculi_GCF_022814765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/814/765/GCF_022814765.1_ASM2281476v1	Pseudomonas amygdali	Chromosome
Pseudom_amyg_pv_lachrymans_GCF_002068135_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/068/135/GCF_002068135.1_ASM206813v1	Pseudomonas amygdali	Complete Genome
Pseudom_amyg_pv_lachrymans_GCF_018603495_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/603/495/GCF_018603495.1_ASM1860349v1	Pseudomonas amygdali	Complete Genome
Pseudom_amyg_pv_lachrymans_M301315_GCF_000146005_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/005/GCF_000146005.2_ASM14600v2	Pseudomonas amygdali	Complete Genome
Pseudom_amyg_pv_loropetali_GCF_023207855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/207/855/GCF_023207855.1_ASM2320785v1	Pseudomonas amygdali	Complete Genome
Pseudom_amyg_pv_morsprunorum_GCF_002905685_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/905/685/GCF_002905685.2_ASM290568v2	Pseudomonas amygdali	Complete Genome
Pseudom_amyg_pv_tabaci_ATCC_11528_GCF_000145945_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/945/GCF_000145945.2_ASM14594v2	Pseudomonas amygdali	Complete Genome
Pseudom_amyg_pv_tabaci_GCF_018324325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/324/325/GCF_018324325.1_ASM1832432v1	Pseudomonas amygdali	Complete Genome
Pseudom_anta_GCF_001647715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/715/GCF_001647715.1_ASM164771v1	Pseudomonas antarctica	Complete Genome
Pseudom_anta_GCF_900103795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/795/GCF_900103795.1_IMG-taxon_2636416078_annotated_assembly	Pseudomonas antarctica	Chromosome
Pseudom_ars_GCF_004135995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/995/GCF_004135995.1_ASM413599v1	Pseudomonas arsenicoxydans	Chromosome
Pseudom_ars_GCF_900103875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/875/GCF_900103875.1_IMG-taxon_2636416065_annotated_assembly	Pseudomonas arsenicoxydans	Chromosome
Pseudom_asi_GCF_014656565_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/656/565/GCF_014656565.1_ASM1465656v1	Pseudomonas asiatica	Complete Genome
Pseudom_asi_GCF_014792105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/792/105/GCF_014792105.1_ASM1479210v1	Pseudomonas asiatica	Complete Genome
Pseudom_asi_GCF_024494485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/494/485/GCF_024494485.1_ASM2449448v1	Pseudomonas asiatica	Complete Genome
Pseudom_asi_GCF_025853855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/853/855/GCF_025853855.1_ASM2585385v1	Pseudomonas asiatica	Complete Genome
Pseudom_asp_GCF_026016305_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/016/305/GCF_026016305.1_ASM2601630v1	Pseudomonas asplenii	Complete Genome
Pseudom_asp_GCF_900105475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/105/475/GCF_900105475.1_IMG-taxon_2667527430_annotated_assembly	Pseudomonas asplenii	Chromosome
Pseudom_ata_GCF_017167965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/167/965/GCF_017167965.1_ASM1716796v1	Pseudomonas atacamensis	Complete Genome
Pseudom_ata_GCF_019139875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/139/875/GCF_019139875.1_ASM1913987v1	Pseudomonas atacamensis	Complete Genome
Pseudom_ata_GCF_024748815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/748/815/GCF_024748815.1_ASM2474881v1	Pseudomonas atacamensis	Complete Genome
Pseudom_ata_GCF_024748895_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/748/895/GCF_024748895.1_ASM2474889v1	Pseudomonas atacamensis	Complete Genome
Pseudom_ata_GCF_024749105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/749/105/GCF_024749105.1_ASM2474910v1	Pseudomonas atacamensis	Complete Genome
Pseudom_avel_GCF_002905795_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/905/795/GCF_002905795.2_ASM290579v2	Pseudomonas avellanae	Complete Genome
Pseudom_avel_GCF_023515865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/515/865/GCF_023515865.1_ASM2351586v1	Pseudomonas avellanae	Complete Genome
Pseudom_avel_GCF_023515885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/515/885/GCF_023515885.1_ASM2351588v1	Pseudomonas avellanae	Complete Genome
Pseudom_azo_GCF_001579805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/805/GCF_001579805.1_ASM157980v1	Pseudomonas azotoformans	Complete Genome
Pseudom_azo_GCF_002007785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/785/GCF_002007785.1_ASM200778v1	Pseudomonas azotoformans	Complete Genome
Pseudom_azo_GCF_006547025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/547/025/GCF_006547025.1_ASM654702v1	Pseudomonas azotoformans	Complete Genome
Pseudom_azo_GCF_022533565_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/533/565/GCF_022533565.1_ASM2253356v1	Pseudomonas azotoformans	Complete Genome
Pseudom_azo_GCF_900103345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/345/GCF_900103345.1_IMG-taxon_2636416017_annotated_assembly	Pseudomonas azotoformans	Chromosome
Pseudom_bij_GCF_013347965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/347/965/GCF_013347965.1_ASM1334796v1	Pseudomonas bijieensis	Complete Genome
Pseudom_bij_GCF_023330585_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/330/585/GCF_023330585.1_ASM2333058v1	Pseudomonas bijieensis	Complete Genome
Pseudom_brass_GCF_000585995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/585/995/GCF_000585995.1_ASM58599v1	Pseudomonas brassicacearum	Complete Genome
Pseudom_brass_GCF_001449085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/449/085/GCF_001449085.1_ASM144908v1	Pseudomonas brassicacearum	Complete Genome
Pseudom_brass_GCF_001746815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/746/815/GCF_001746815.1_ASM174681v1	Pseudomonas brassicacearum	Complete Genome
Pseudom_brass_GCF_008370715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/370/715/GCF_008370715.1_ASM837071v1	Pseudomonas brassicacearum	Complete Genome
Pseudom_brass_GCF_009601685_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/601/685/GCF_009601685.2_ASM960168v2	Pseudomonas brassicacearum	Complete Genome
Pseudom_brass_GCF_021389915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/389/915/GCF_021389915.1_ASM2138991v1	Pseudomonas brassicacearum	Complete Genome
Pseudom_brass_GCF_024749265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/749/265/GCF_024749265.1_ASM2474926v1	Pseudomonas brassicacearum	Complete Genome
Pseudom_brass_GCF_900103245_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/245/GCF_900103245.1_IMG-taxon_2639762602_annotated_assembly	Pseudomonas brassicacearum	Chromosome
Pseudom_brass_brassicacearum_NFM421_GCF_000194805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/805/GCF_000194805.1_ASM19480v1	Pseudomonas brassicacearum	Complete Genome
Pseudom_cann_pv_alisalensis_GCF_016599635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/599/635/GCF_016599635.1_ASM1659963v1	Pseudomonas cannabina	Complete Genome
Pseudom_cann_pv_alisalensis_GCF_020309905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/309/905/GCF_020309905.1_ASM2030990v1	Pseudomonas cannabina	Chromosome
Pseudom_cera_GCF_900074915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/074/915/GCF_900074915.1_PCPL58T	Pseudomonas cerasi	Complete Genome
Pseudom_cera_GCF_900235895_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/235/895/GCF_900235895.1_PL963	Pseudomonas cerasi	Complete Genome
Pseudom_chen_GCF_023093875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/093/875/GCF_023093875.1_ASM2309387v1	Pseudomonas chengduensis	Complete Genome
Pseudom_chen_GCF_026314255_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/314/255/GCF_026314255.1_ASM2631425v1	Pseudomonas chengduensis	Complete Genome
Pseudom_chl_GCF_000698865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/865/GCF_000698865.1_ASM69886v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_000963835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/963/835/GCF_000963835.1_ASM96383v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_001023535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/023/535/GCF_001023535.1_ASM102353v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_001602135_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/602/135/GCF_001602135.1_ASM160213v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_002844145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/844/145/GCF_002844145.1_ASM284414v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_003850605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/605/GCF_003850605.1_ASM385060v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_003851145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/145/GCF_003851145.1_ASM385114v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_003851785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/785/GCF_003851785.1_ASM385178v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_003851985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/985/GCF_003851985.1_ASM385198v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_009834495_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/834/495/GCF_009834495.1_ASM983449v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_014524625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/524/625/GCF_014524625.1_ASM1452462v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_017922675_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/922/675/GCF_017922675.1_ASM1792267v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_017922815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/922/815/GCF_017922815.1_ASM1792281v1	Pseudomonas chlororaphis	Chromosome
Pseudom_chl_GCF_017922915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/922/915/GCF_017922915.1_ASM1792291v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_017922975_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/922/975/GCF_017922975.1_ASM1792297v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_020424105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/424/105/GCF_020424105.1_ASM2042410v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_024731685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/731/685/GCF_024731685.1_ASM2473168v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_GCF_900104715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/715/GCF_900104715.1_IMG-taxon_2636416064_annotated_assembly	Pseudomonas chlororaphis	Chromosome
Pseudom_chl_GCF_900104985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/985/GCF_900104985.1_IMG-taxon_2636416019_annotated_assembly	Pseudomonas chlororaphis	Chromosome
Pseudom_chl_GCF_900104995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/995/GCF_900104995.1_IMG-taxon_2667528180_annotated_assembly	Pseudomonas chlororaphis	Chromosome
Pseudom_chl_GCF_900636995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/995/GCF_900636995.1_46338_G02	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_O6_GCF_000264555_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/264/555/GCF_000264555.1_ASM26455v1	Pseudomonas chlororaphis	Chromosome
Pseudom_chl_aurantiaca_GCF_000761195_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/761/195/GCF_000761195.1_ASM76119v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aurantiaca_GCF_002355875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/875/GCF_002355875.1_ASM235587v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aurantiaca_GCF_003851165_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/165/GCF_003851165.1_ASM385116v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aurantiaca_GCF_003851205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/205/GCF_003851205.1_ASM385120v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aurantiaca_GCF_003851225_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/225/GCF_003851225.1_ASM385122v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aurantiaca_GCF_003851265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/265/GCF_003851265.1_ASM385126v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aurantiaca_GCF_003851305_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/305/GCF_003851305.1_ASM385130v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aurantiaca_GCF_003851345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/345/GCF_003851345.1_ASM385134v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aurantiaca_GCF_003851805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/805/GCF_003851805.1_ASM385180v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aurantiaca_GCF_003851835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/835/GCF_003851835.1_ASM385183v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aurantiaca_GCF_009362955_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/362/955/GCF_009362955.1_ASM936295v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aurantiaca_GCF_010092525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/092/525/GCF_010092525.1_ASM1009252v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aurantiaca_GCF_012029635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/029/635/GCF_012029635.1_ASM1202963v1	Pseudomonas chlororaphis	Chromosome
Pseudom_chl_aurantiaca_GCF_013466605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/466/605/GCF_013466605.1_ASM1346660v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aurantiaca_GCF_016757635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/757/635/GCF_016757635.1_ASM1675763v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aureofaciens_30_84_GCF_000281915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/281/915/GCF_000281915.1_ASM28191v1	Pseudomonas chlororaphis	Chromosome
Pseudom_chl_aureofaciens_GCF_003851365_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/365/GCF_003851365.1_ASM385136v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aureofaciens_GCF_003851385_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/385/GCF_003851385.1_ASM385138v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aureofaciens_GCF_003851405_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/405/GCF_003851405.1_ASM385140v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aureofaciens_GCF_003851445_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/445/GCF_003851445.1_ASM385144v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aureofaciens_GCF_003851865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/865/GCF_003851865.1_ASM385186v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aureofaciens_GCF_003851905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/905/GCF_003851905.1_ASM385190v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aureofaciens_GCF_003851925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/925/GCF_003851925.1_ASM385192v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aureofaciens_GCF_003851955_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/851/955/GCF_003851955.1_ASM385195v1	Pseudomonas chlororaphis	Complete Genome
